schoolyear,districtcode,districtname,schoolcode,schoolname,SchoolAddress,SchoolCity,Zip,fallenrollment,additionalenrollment,transfers,mobility rate
2016,048904,HOGAN PREPARATORY ACADEMY,6910,HOGAN PREPARATORY ACADEMY ELEM,5809 Michigan,KANSAS CITY,641303349,320,2,128,39.7516
2016,048905,GENESIS SCHOOL INC.,1945,GENESIS SCHOOL INC.,3800 E 44TH ST,KANSAS CITY,641302168,285,11,123,41.5541
2016,048909,ALLEN VILLAGE,1980,ALLEN VILLAGE HIGH SCHOOL,706 WEST 42ND STREET,KANSAS CITY,641113120,161,NULL,29,18.0124
2016,048909,ALLEN VILLAGE,6915,ALLEN VILLAGE SCHOOL,706 W 42ND ST,KANSAS CITY,641113120,511,NULL,107,20.9393
2016,048910,LEE A. TOLBERT COM. ACADEMY,6920,LEE A. TOLBERT COM. ACADEMY,3400 PASEO BLVD,KANSAS CITY,641092429,540,5,150,27.5229
2016,048911,B. BANNEKER ACADEMY,6925,B. BANNEKER ACADEMY,6401 Rockhill Rd,KANSAS CITY,641312254,369,9,165,43.6508
2016,048912,DELLA LAMB ELEM.,6930,DELLA LAMB @ WALLACE,414 Wallace Ave,KANSAS CITY,641251132,417,29,231,51.7937
2016,048912,DELLA LAMB ELEM.,6931,DELLA LAMB @ WOODLAND,500 Woodland Avenue,Kansas City,641061361,131,8,45,32.3741
2016,048913,GORDON PARKS ELEM.,6935,GORDON PARKS ELEM.,3715 WYOMING,KANSAS CITY,641113945,173,NULL,43,24.8555
2016,048914,ACADEMIE LAFAYETTE,6940,ACADEMIE LAFAYETTE-OAK,6903 OAK,KANSAS CITY,641132530,444,NULL,9,2.027
2016,048914,ACADEMIE LAFAYETTE,6941,ACADEMIE LAFAYETTE-CHERRY,3421 Cherry St,KANSAS CITY,641092269,463,NULL,10,2.1598
2016,048915,SCUOLA VITA NUOVA,6945,SCUOLA VITA NUOVA CHARTER,535 Garfield Ave,KANSAS CITY,641241747,202,1,23,11.33
2016,048916,BROOKSIDE CHARTER SCH.,3950,BROOKSIDE CHARTER MIDDLE SCHL,1815 EAST 63RD STREET,KANSAS CITY,641303436,171,NULL,19,11.1111
2016,048916,BROOKSIDE CHARTER SCH.,6950,BROOKSIDE CHARTER SCH.,1815 EAST 63 STREET,KANSAS CITY,641303436,363,NULL,42,11.5702
2016,048918,KIPP: ENDEAVOR ACADEMY,3920,KIPP ENDEAVOR ACADEMY,2700 E 18TH ST STE 155B,KANSAS CITY,641272695,289,8,179,60.2694
2016,048921,PATHWAY ACADEMY,6970,PATHWAY ACADEMY ELEMENTARY,2015 E. 72nd Street,Kansas City,641321756,369,1,143,38.6486
2016,048922,FRONTIER SCHOOL OF INNOVATION,1920,FRONTIER SCHL OF EXCELLENCE-U,5605 TROOST AVE,KANSAS CITY,641102823,192,4,70,35.7143
2016,048922,FRONTIER SCHOOL OF INNOVATION,1985,FRONTIER STEM HIGH SCHOOL,6455 E Commerce Ave.,KANSAS CITY,641202164,182,6,71,37.766
2016,048922,FRONTIER SCHOOL OF INNOVATION,3935,FRONTIER SCHL OF INNOVATION-M,1575 Universal Dr.,KANSAS CITY,641201302,317,1,79,24.8428
2016,048922,FRONTIER SCHOOL OF INNOVATION,3940,FRONTIER SCHL OF EXCELLENCE-M,5605 TROOST AVE.,KANSAS CITY,641102823,124,6,78,60
2016,048922,FRONTIER SCHOOL OF INNOVATION,6975,FRONTIER SCHOOL OF INNOVATION,6700 CORPORATE DR.,Kansas City,641201302,689,4,136,19.6248
2016,048923,DELASALLE CHARTER SCHOOL,1970,DELASALLE CHARTER SCHOOL,3737 TROOST AVE,KANSAS CITY,641093200,227,38,195,73.5849
2016,048924,EWING MARION KAUFFMAN SCHOOL,1910,EWING MARION KAUFFMAN HIGH,6401 Paseo Boulevard,Kansas City,641311213,51,NULL,NULL,0
2016,048924,EWING MARION KAUFFMAN SCHOOL,3930,EWING MARION KAUFFMAN MIDDLE,6401 PASEO BOULEVARD,KANSAS CITY,641311213,639,3,278,43.3022
2016,048925,HOPE LEADERSHIP ACADEMY,6985,HOPE LEADERSHIP ACADEMY,2800 E. LINWOOD BLVD.,KANSAS CITY,641281544,120,3,48,39.0244
2016,048926,CROSSROADS ACAD OF KANSAS CITY,6990,CROSSROADS ACAD OF KANSAS CITY,1015 CENTRAL,KANSAS CITY,641051619,349,4,99,28.0453
2016,048927,ACADEMY FOR INTEGRATED ARTS,6995,ACADEMY FOR INTEGRATED ARTS,5604 TROOST,KANSAS CITY,641102824,120,7,64,50.3937
2016,083001,NORTH PLATTE CO. R-I,1050,NORTH PLATTE HIGH,212 W SIXTH ST,DEARBORN,644399400,205,2,20,9.6618
2016,083001,NORTH PLATTE CO. R-I,2050,NORTH PLATTE JR. HIGH,212 W SIXTH ST,DEARBORN,644399400,72,5,19,24.6753
2016,083001,NORTH PLATTE CO. R-I,4020,NORTH PLATTE ELEM.,300 SCOUT ST,CAMDEN POINT,640189135,210,NULL,42,20
2016,083001,NORTH PLATTE CO. R-I,4030,NORTH PLATTE INTERMEDIATE,900 LEWIS,EDGERTON,644449128,139,1,15,10.7143
2016,083002,WEST PLATTE CO. R-II,1050,WEST PLATTE HIGH,935 WASHINGTON ST,WESTON,640981048,258,4,48,18.3206
2016,083002,WEST PLATTE CO. R-II,4020,CENTRAL ELEM.,1025 WASHINGTON ST,WESTON,640981048,324,15,56,16.5192
2016,083003,PLATTE CO. R-III,1050,PLATTE COUNTY HIGH,1501 BRANCH ST,PLATTE CITY,640798384,1106,28,161,14.1975
2016,083003,PLATTE CO. R-III,3000,PLATTE CITY MIDDLE,900 PIRATE DR,PLATTE CITY,640797606,614,16,93,14.7619
2016,083003,PLATTE CO. R-III,4010,BARRY SCH.,2001 NW 87TH TERR,KANSAS CITY,641541334,657,14,133,19.8212
2016,083003,PLATTE CO. R-III,4020,PATHFINDER ELEM.,1951 NW 87TH TERR,KANSAS CITY,641542608,417,14,122,28.3063
2016,083003,PLATTE CO. R-III,4030,DONALD D. SIEGRIST ELEM.,1701 BRANCH ST,PLATTE CITY,640798350,595,19,123,20.0326
2016,083003,PLATTE CO. R-III,4040,RISING STAR ELEM.,1009 SECOND ST,PLATTE CITY,640799358,201,8,36,17.2249
2016,083003,PLATTE CO. R-III,4050,PAXTON SCH.,1601 BRANCH ST,PLATTE CITY,640798385,437,17,77,16.9604
2016,083005,PARK HILL,1050,PARK HILL HIGH,7701 NW BARRY RD,KANSAS CITY,641531731,1877,32,236,12.3625
2016,083005,PARK HILL,1080,PARK HILL SOUTH HIGH,4500 NW RIVER PARK DR,RIVERSIDE,641509648,1605,33,264,16.1172
2016,083005,PARK HILL,3000,LAKEVIEW MIDDLE,6720 NW 64TH ST,KANSAS CITY,641512462,827,21,149,17.5708
2016,083005,PARK HILL,3030,CONGRESS MIDDLE,8150 N CONGRESS AVE,KANSAS CITY,641536023,945,20,148,15.3368
2016,083005,PARK HILL,3050,PLAZA MIDDLE,6501 NW 72ND ST,KANSAS CITY,641511675,817,22,148,17.64
2016,083005,PARK HILL,4020,THOMAS B. CHINN ELEM.,7100 NW CHATHAM RD,KANSAS CITY,641511714,518,14,118,22.1805
2016,083005,PARK HILL,4040,GRADEN ELEM.,8804 HWY 45 NW,PARKVILLE,641523523,564,23,111,18.9097
2016,083005,PARK HILL,4060,LINE CREEK ELEM.,5801 NW WAUKOMIS DR,KANSAS CITY,641512909,502,15,112,21.6634
2016,083005,PARK HILL,4080,ALFRED L. RENNER ELEM.,7401 NW BARRY RD,KANSAS CITY,641531725,409,16,92,21.6471
2016,083005,PARK HILL,5000,SOUTHEAST ELEM.,5704 N NORTHWOOD RD,KANSAS CITY,641512676,460,13,132,27.907
2016,083005,PARK HILL,5020,UNION CHAPEL ELEM.,7100 NW HAMPTON ROAD,KANSAS CITY,641524946,458,27,88,18.1443
2016,083005,PARK HILL,5040,ENGLISH LANDING ELEM.,6500 NW KLAMM DR,KANSAS CITY,641512753,539,16,138,24.8649
2016,083005,PARK HILL,5060,PRAIRIE POINT ELEM.,8101 NW BELVIDERE PKWY,KANSAS CITY,641521731,477,11,64,13.1148
2016,083005,PARK HILL,5080,HAWTHORN ELEM.,8200 N CHARITON,KANSAS CITY,641524850,525,12,69,12.8492
2016,083005,PARK HILL,5090,TIFFANY RIDGE ELEMENTARY SCHL,5301 NW OLD TIFFANY SPRINGS RD,KANSAS CITY,641540000,588,32,187,30.1613
2016,083005,PARK HILL,7500,GERNER FAMILY EARLY ED CTR.,8100 N CONGRESS,KANSAS CITY,641536023,422,NULL,NULL,0
