schoolyear,districtcode,districtname,schoolcode,schoolname,SchoolAddress,SchoolCity,Zip,fallenrollment,additionalenrollment,transfers,mobility rate
2014,048077,INDEPENDENCE 30,6040,RANDALL ELEM.,509 JENNINGS RD,INDEPENDENCE,640561813,314,7,153,47.6636
2014,048077,INDEPENDENCE 30,6050,SANTA FE TRAIL ELEM.,1301 S WINDSOR ST,INDEPENDENCE,640551179,392,21,142,34.3826
2014,048077,INDEPENDENCE 30,6060,WILLIAM SOUTHERN ELEM.,4300 S PHELPS RD,INDEPENDENCE,640555102,550,15,189,33.4513
2014,048077,INDEPENDENCE 30,6070,SPRING BRANCH ELEM.,20404 E TRUMAN RD,INDEPENDENCE,640563009,257,4,73,27.9693
2014,048077,INDEPENDENCE 30,6080,SUGAR CREEK ELEM.,11424 GILL ST,SUGAR CREEK,640541238,182,14,122,62.2449
2014,048077,INDEPENDENCE 30,6090,SYCAMORE HILLS ELEM.,15208 E 39TH ST S,INDEPENDENCE,640554239,462,14,146,30.6723
2014,048077,INDEPENDENCE 30,6100,THREE TRAILS ELEM.,11801 E 32ND ST S,INDEPENDENCE,640523176,420,19,202,46.0137
2014,048077,INDEPENDENCE 30,6120,LITTLE BLUE ELEMENTARY,2020 QUAIL DRIVE,INDEPENDENCE,640572052,230,8,66,27.7311
2014,048077,INDEPENDENCE 30,6130,ABRAHAM MALLINSON ELEMENTARY,709 NORTH FOREST AVE,SUGAR CREEK,640542319,312,17,200,60.7903
2014,048077,INDEPENDENCE 30,7500,HANTHORN EARLY EDUCATION,1511 KINGS HWY,INDEPENDENCE,640551906,319,NULL,NULL,0
2014,048077,INDEPENDENCE 30,7510,SUNSHINE CENTER,18400 EAST SALISBURY ROAD,INDEPENDENCE,640563408,206,NULL,NULL,0
2014,048078,KANSAS CITY 33,1200,CENTRAL ACADEMY OF EXCELLENCE,3221 INDIANA,KANSAS CITY,641282062,728,178,755,83.3333
2014,048078,KANSAS CITY 33,1220,LINCOLN COLLEGE PREP.,2111 WOODLAND,KANSAS CITY,641083015,896,NULL,116,12.9464
2014,048078,KANSAS CITY 33,1340,NORTHEAST HIGH,415 S VAN BRUNT,KANSAS CITY,641242130,1023,99,565,50.3565
2014,048078,KANSAS CITY 33,1400,PASEO ACAD. OF PERFORMING ARTS,4747 FLORA AVE,KANSAS CITY,641102106,541,5,169,30.9524
2014,048078,KANSAS CITY 33,1580,EAST HIGH SCHOOL,1924 VAN BRUNT BLVD,KANSAS CITY,641272921,1059,138,568,47.452
2014,048078,KANSAS CITY 33,1670,AFRICAN CENT COLLEGE PREP ACAD,3500 E MEYER  BLVD,KANSAS CITY,641311212,432,9,162,36.7347
2014,048078,KANSAS CITY 33,3180,SOUTHWEST EARLY COLLEGE CAMPUS,6512 WORNALL RD,KANSAS CITY,641131824,629,49,421,62.0944
2014,048078,KANSAS CITY 33,4060,ATTUCKS ELEM.,2400 PROSPECT,KANSAS CITY,641273938,340,14,120,33.8983
2014,048078,KANSAS CITY 33,4310,TRAILWOODS ELEM.,6201 E 17TH ST,KANSAS CITY,641262523,345,15,107,29.7222
2014,048078,KANSAS CITY 33,4330,ROGERS ELEMENTARY,6400 E 23RD ST,KANSAS CITY,641291103,765,48,384,47.2325
2014,048078,KANSAS CITY 33,4350,FOREIGN LANGUAGE ACADEMY,3450 WARWICK,KANSAS CITY,641111264,718,3,104,14.4244
2014,048078,KANSAS CITY 33,4450,FAXON ELEMENTARY,1320 E 32ND TERR,KANSAS CITY,641091922,306,31,154,45.6973
2014,048078,KANSAS CITY 33,4460,GARFIELD ELEM.,436 PROSPECT BLVD,KANSAS CITY,641241882,773,37,300,37.037
2014,048078,KANSAS CITY 33,4500,GLADSTONE ELEM.,335 N ELMWOOD,KANSAS CITY,641231233,552,34,221,37.7133
2014,048078,KANSAS CITY 33,4580,JOHN T. HARTMAN ELEM.,8111 OAK,KANSAS CITY,641142528,306,36,190,55.5556
2014,048078,KANSAS CITY 33,4700,JAMES ELEM.,5810 SCARRITT,KANSAS CITY,641231532,368,24,129,32.9082
2014,048078,KANSAS CITY 33,4750,M. L. KING  ELEMENTARY,4201-A INDIANA AVE,KANSAS CITY,641301455,469,51,330,63.4615
2014,048078,KANSAS CITY 33,4880,LONGFELLOW ELEM.,2830 HOLMES,KANSAS CITY,641091145,177,18,80,41.0256
2014,048078,KANSAS CITY 33,5020,GEORGE MELCHER ELEM.,3958 CHELSEA,KANSAS CITY,641301620,438,37,329,69.2632
2014,048078,KANSAS CITY 33,5200,WENDELL PHILLIPS ELEM.,1619 E 24TH TERR,KANSAS CITY,641083005,278,20,102,34.2282
2014,048078,KANSAS CITY 33,5240,PITCHER ELEM.,9915 E 38TH TERR,KANSAS CITY,641331274,319,33,207,58.8068
2014,048078,KANSAS CITY 33,5360,SATCHEL PAIGE ELEM.,3301 E 75TH ST,KANSAS CITY,641322488,436,38,245,51.6878
2014,048078,KANSAS CITY 33,5440,B. BANNEKER ELEM.,7050 ASKEW,KANSAS CITY,641323237,297,17,205,65.2866
2014,048078,KANSAS CITY 33,5450,HOLLIDAY MONTESSORI,7227 JACKSON,KANSAS CITY,641323955,436,1,35,8.0092
2014,048078,KANSAS CITY 33,5500,CARVER DUAL LANGUAGE SCHOOL,4600 ELMWOOD AVE,KANSAS CITY,641302247,380,13,82,20.8651
2014,048078,KANSAS CITY 33,5580,TROOST ELEM.,1215 E 59TH ST,KANSAS CITY,641103237,288,24,171,54.8077
2014,048078,KANSAS CITY 33,5630,PRIMITIVO GARCIA ELEM.,1000 W 17TH ST,KANSAS CITY,641081168,307,11,78,24.5283
2014,048078,KANSAS CITY 33,5660,PHILLIS WHEATLEY ELEM.,2415 AGNES AVE,KANSAS CITY,641274129,407,30,200,45.7666
2014,048078,KANSAS CITY 33,5670,AC PREP ELEMENTARY,6410 SWOPE PARKWAY,KANSAS CITY,641321212,369,18,166,42.8941
2014,048078,KANSAS CITY 33,5700,WHITTIER ELEM.,1012 BALES,KANSAS CITY,641271529,458,42,218,43.6
2014,048078,KANSAS CITY 33,5780,BORDER STAR MONTESSORI,6321 WORNALL RD,KANSAS CITY,641131716,374,1,55,14.6667
2014,048080,CENTER 58,1050,CENTER SR. HIGH,8715 HOLMES,KANSAS CITY,641312802,688,19,150,21.2164
2014,048080,CENTER 58,2100,CENTER MIDDLE,326 E 103RD ST,KANSAS CITY,641144736,520,21,173,31.9778
2014,048080,CENTER 58,4020,BOONE ELEM.,8817 WORNALL RD,KANSAS CITY,641142922,271,9,69,24.6429
2014,048080,CENTER 58,4060,CENTER ELEM.,8401 EUCLID,KANSAS CITY,641322207,340,16,154,43.2584
2014,048080,CENTER 58,4070,INDIAN CREEK ELEM.,9801 GRAND,KANSAS CITY,641144136,294,7,89,29.5681
2014,048080,CENTER 58,4080,RED BRIDGE ELEM.,10781 OAK,KANSAS CITY,641145055,237,3,34,14.1667
2014,048080,CENTER 58,7500,EARLY CHILDHOOD EDUC. CTR.,8817 WORNALL RD,KANSAS CITY,641142922,213,NULL,NULL,0
2014,048901,UNIVERSITY ACADEMY,1915,UNIVERSITY ACADEMY-UPPER,6801 HOLMES RD,KANSAS CITY,641311382,204,NULL,27,13.2353
2014,048901,UNIVERSITY ACADEMY,3925,UNIVERSITY ACADEMY-MIDDLE,6801 HOLMES RD,KANSAS CITY,641311382,222,NULL,53,23.8739
2014,048901,UNIVERSITY ACADEMY,6965,UNIVERSITY ACADEMY-LOWER,6801 HOLMES RD,KANSAS CITY,641311382,624,NULL,114,18.2692
2014,048902,ALTA VISTA CHARTER SCH.,1925,ALTA VISTA CHARTER SCHOOL,2640 Bellview,KANSAS CITY,641082217,274,5,67,24.0143
2014,048902,ALTA VISTA CHARTER SCH.,3925,ALTA VISTA MIDDLE SCHOOL,1722 Holly St.,KANSAS CITY,641082217,188,5,25,12.9534
2014,048902,ALTA VISTA CHARTER SCH.,6905,ALTA VISTA ELEMENTARY SCHOOL,1711 Broadway,KANSAS CITY,64082217,119,1,16,13.3333
2014,048904,HOGAN PREPARATORY ACADEMY,1935,HOGAN PREPARATORY ACADEMY,1221 E MEYER BLVD,KANSAS CITY,641311207,381,13,131,33.2487
2014,048904,HOGAN PREPARATORY ACADEMY,3945,HOGAN PREPARATORY ACAD MIDDLE,6409 Agnes,KANSAS CITY,641321154,385,3,305,78.6082
2014,048904,HOGAN PREPARATORY ACADEMY,6910,HOGAN PREPARATORY ACADEMY ELEM,5809 Michigan,KANSAS CITY,641303349,311,5,294,93.038
2014,048905,GENESIS SCHOOL INC.,1945,GENESIS SCHOOL INC.,3800 E 44TH ST,KANSAS CITY,641302168,247,2,87,34.9398
2014,048909,ALLEN VILLAGE,1980,ALLEN VILLAGE HIGH SCHOOL,706 WEST 42ND STREET,KANSAS CITY,641113120,98,1,7,7.0707
2014,048909,ALLEN VILLAGE,6915,ALLEN VILLAGE SCHOOL,706 W 42ND ST,KANSAS CITY,641113120,505,1,17,3.3597
2014,048910,LEE A. TOLBERT COM. ACADEMY,6920,LEE A. TOLBERT COM. ACADEMY,3400 PASEO BLVD,KANSAS CITY,641092429,536,7,164,30.2026
2014,048911,B. BANNEKER ACADEMY,6925,B. BANNEKER ACADEMY,6401 Rockhill Rd,KANSAS CITY,641312254,397,1,82,20.603
2014,048912,DELLA LAMB ELEM.,6930,DELLA LAMB ELEM.,500 Woodland,KANSAS CITY,641063051,589,NULL,116,19.6944
2014,048913,GORDON PARKS ELEM.,6935,GORDON PARKS ELEM.,3715 WYOMING,KANSAS CITY,641113945,80,NULL,30,37.5
2014,048914,ACADEMIE LAFAYETTE,6940,ACADEMIE LAFAYETTE,6903 OAK,KANSAS CITY,641132530,830,1,15,1.8051
2014,048915,SCUOLA VITA NUOVA,6945,SCUOLA VITA NUOVA CHARTER,544 WABASH AVE,KANSAS CITY,641241747,171,1,29,16.8605
2014,048916,BROOKSIDE CHARTER SCH.,3950,BROOKSIDE CHARTER MIDDLE SCHL,1815 EAST 63RD STREET,KANSAS CITY,641303436,152,5,61,38.8535
2014,048916,BROOKSIDE CHARTER SCH.,6950,BROOKSIDE CHARTER SCH.,1815 EAST 63 STREET,KANSAS CITY,641303436,405,6,112,27.2506
2014,048918,KIPP: ENDEAVOR ACADEMY,3920,KIPP: ENDEAVOR ACADEMY,2700 E 18TH ST STE 155B,KANSAS CITY,641272695,260,8,130,48.5075
2014,048920,HOPE ACADEMY,1965,HOPE ACADEMY,1524 PASEO BOULEVARD,KANSAS CITY,641081622,330,NULL,117,35.4545
2014,048920,HOPE ACADEMY,1966,Hope Academy - Bennington Camp,1001 BENNINGTON AVENUE,KANSAS CITY,641262219,232,11,83,34.1564
2014,048921,PATHWAY ACADEMY,6970,PATHWAY ACADEMY ELEMENTARY,2015 E. 72nd Street,Kansas City,641321756,458,5,165,35.6371
2014,048922,FRONTIER SCHOOL OF INNOVATION,1920,FRONTIER SCHL OF EXCELLENCE-U,5605 TROOST AVE,KANSAS CITY,641102823,125,NULL,21,16.8
2014,048922,FRONTIER SCHOOL OF INNOVATION,1985,FRONTIER STEM HIGH SCHOOL,6700 CORPORATE DRIVE,KANSAS CITY,641202164,49,1,17,34
2014,048922,FRONTIER SCHOOL OF INNOVATION,3935,FRONTIER SCHL OF INNOVATION-M,1575 Universal Dr.,KANSAS CITY,641201302,198,4,56,27.7228
2014,048922,FRONTIER SCHOOL OF INNOVATION,3940,FRONTIER SCHL OF EXCELLENCE-M,5605 TROOST AVE.,KANSAS CITY,641102823,84,NULL,60,71.4286
2014,048922,FRONTIER SCHOOL OF INNOVATION,6975,FRONTIER SCHOOL OF INNOVATION,6700 CORPORATE DR.,Kansas City,641201302,603,4,247,40.6919
2014,048923,DELASALLE CHARTER SCHOOL,1970,DELASALLE CHARTER SCHOOL,3740 FOREST AVENUE,KANSAS CITY,641093200,254,25,158,56.6308
2014,048924,EWING MARION KAUFFMAN SCHOOL,3930,EWING MARION KAUFFMAN SCHOOL,6401 PASEO BOULEVARD,KANSAS CITY,641311213,369,NULL,211,57.1816
2014,048925,HOPE LEADERSHIP ACADEMY,6985,HOPE LEADERSHIP ACADEMY,2800 E. LINWOOD BLVD.,KANSAS CITY,641281544,105,6,47,42.3423
2014,048926,CROSSROADS ACAD OF KANSAS CITY,6990,CROSSROADS ACAD OF KANSAS CITY,1015 CENTRAL,KANSAS CITY,641051619,231,3,73,31.1966
2014,048927,ACADEMY FOR INTEGRATED ARTS,6995,ACADEMY FOR INTEGRATED ARTS,5604 TROOST,KANSAS CITY,641102824,101,7,75,69.4444
2014,083001,NORTH PLATTE CO. R-I,1050,NORTH PLATTE HIGH,212 W SIXTH ST,DEARBORN,644399400,202,2,31,15.1961
2014,083001,NORTH PLATTE CO. R-I,2050,NORTH PLATTE JR. HIGH,212 W SIXTH ST,DEARBORN,644399400,89,2,16,17.5824
2014,083001,NORTH PLATTE CO. R-I,4020,NORTH PLATTE ELEM.,300 SCOUT ST,CAMDEN POINT,640189135,220,5,44,19.5556
2014,083001,NORTH PLATTE CO. R-I,4030,NORTH PLATTE INTERMEDIATE,900 LEWIS,EDGERTON,644449128,113,2,23,20
2014,083002,WEST PLATTE CO. R-II,1050,WEST PLATTE HIGH,1103 WASHINGTON ST,WESTON,640981048,286,6,40,13.6986
2014,083002,WEST PLATTE CO. R-II,4020,CENTRAL ELEM.,1103 WASHINGTON ST,WESTON,640981048,342,8,60,17.1429
2014,083003,PLATTE CO. R-III,1050,PLATTE COUNTY HIGH,1501 BRANCH ST,PLATTE CITY,640798384,1061,29,161,14.7706
2014,083003,PLATTE CO. R-III,3000,PLATTE CITY MIDDLE,900 PIRATE DR,PLATTE CITY,640797606,584,25,117,19.2118
2014,083003,PLATTE CO. R-III,4010,BARRY SCH.,2001 NW 87TH TERR,KANSAS CITY,641541334,609,15,156,25
2014,083003,PLATTE CO. R-III,4020,PATHFINDER ELEM.,1951 NW 87TH TERR,KANSAS CITY,641542608,390,10,95,23.75
2014,083003,PLATTE CO. R-III,4030,DONALD D. SIEGRIST ELEM.,1701 BRANCH ST,PLATTE CITY,640798350,619,20,138,21.5962
2014,083003,PLATTE CO. R-III,4040,RISING STAR ELEM.,1009 SECOND ST,PLATTE CITY,640799358,163,8,30,17.5439
2014,083003,PLATTE CO. R-III,4050,PAXTON SCH.,1601 BRANCH ST,PLATTE CITY,640798385,410,10,71,16.9048
2014,083005,PARK HILL,1050,PARK HILL HIGH,7701 NW BARRY RD,KANSAS CITY,641531731,1736,23,230,13.0756
2014,083005,PARK HILL,1080,PARK HILL SOUTH HIGH,4500 NW RIVER PARK DR,RIVERSIDE,641509648,1564,25,194,12.2089
2014,083005,PARK HILL,3000,LAKEVIEW MIDDLE,6720 NW 64TH ST,KANSAS CITY,641512462,780,14,105,13.2242
2014,083005,PARK HILL,3030,CONGRESS MIDDLE,8150 N CONGRESS AVE,KANSAS CITY,641536023,881,9,123,13.8202
2014,083005,PARK HILL,3050,PLAZA MIDDLE,6501 NW 72ND ST,KANSAS CITY,641511675,817,28,172,20.355
2014,083005,PARK HILL,4020,THOMAS B. CHINN ELEM.,7100 NW CHATHAM RD,KANSAS CITY,641511714,441,12,114,25.1656
2014,083005,PARK HILL,4040,GRADEN ELEM.,8804 HWY 45 NW,PARKVILLE,641523523,505,13,85,16.4093
2014,083005,PARK HILL,4060,LINE CREEK ELEM.,5801 NW WAUKOMIS DR,KANSAS CITY,641512909,467,12,119,24.8434
2014,083005,PARK HILL,4080,ALFRED L. RENNER ELEM.,7401 NW BARRY RD,KANSAS CITY,641531725,383,12,111,28.1013
2014,083005,PARK HILL,5000,SOUTHEAST ELEM.,5704 N NORTHWOOD RD,KANSAS CITY,641512676,432,31,140,30.2376
2014,083005,PARK HILL,5020,UNION CHAPEL ELEM.,7100 NW HAMPTON ROAD,KANSAS CITY,641524946,492,16,107,21.063
2014,083005,PARK HILL,5040,ENGLISH LANDING ELEM.,6500 NW KLAMM DR,KANSAS CITY,641512753,499,16,93,18.0583
2014,083005,PARK HILL,5060,PRAIRIE POINT ELEM.,8101 NW BELVIDERE PKWY,KANSAS CITY,641521731,492,11,78,15.507
2014,083005,PARK HILL,5080,HAWTHORN ELEM.,8200 N CHARITON,KANSAS CITY,641524850,497,9,73,14.4269
2014,083005,PARK HILL,5090,TIFFANY RIDGE ELEMENTARY SCHL,5301 NW OLD TIFFANY SPRINGS RD,KANSAS CITY,641540000,515,21,127,23.694
2014,083005,PARK HILL,7500,GERNER FAMILY EARLY ED CTR.,8100 N CONGRESS,KANSAS CITY,641536023,130,NULL,1,0.7692
2015,024086,KEARNEY R-I,1050,KEARNEY HIGH,715 E 19TH ST,KEARNEY,640608453,901,5,60,6.6225
2015,024086,KEARNEY R-I,2050,KEARNEY JR. HIGH,2215 S CAMPUS ST,KEARNEY,640608799,589,1,51,8.6441
2015,024086,KEARNEY R-I,3000,KEARNEY MIDDLE,200 E 5TH ST,KEARNEY,640608343,571,7,55,9.5156
2015,024086,KEARNEY R-I,4040,KEARNEY ELEM.,902 S JEFFERSON,KEARNEY,640608518,274,13,77,26.8293
2015,024086,KEARNEY R-I,4060,HAWTHORNE ELEM.,1815 S JEFFERSON,KEARNEY,640608481,276,4,49,17.5
2015,024086,KEARNEY R-I,4080,SOUTHVIEW ELEM.,7 S CAMPUS DR,KEARNEY,640609403,435,9,60,13.5135
2015,024086,KEARNEY R-I,5020,DOGWOOD ELEM.,1400 CEDAR WOOD PKWY,KEARNEY,640608866,457,8,80,17.2043
2015,024087,SMITHVILLE R-II,1050,SMITHVILLE HIGH,645 S COMMERCIAL AVE,SMITHVILLE,640899352,819,11,99,11.9277
2015,024087,SMITHVILLE R-II,3000,SMITHVILLE MIDDLE,675 S COMMERCIAL AVE,SMITHVILLE,640899305,597,13,84,13.7705
2015,024087,SMITHVILLE R-II,4020,SMITHVILLE ELEM.,600 MAPLE ST,SMITHVILLE,640898238,585,8,89,15.0084
2015,024087,SMITHVILLE R-II,4040,SMITHVILLE UPPER ELEM.,695 S COMMERCIAL AVE,SMITHVILLE,640899357,559,17,86,14.9306
2015,024089,EXCELSIOR SPRINGS 40,1075,EXCELSIOR SPRINGS HIGH,612 TIGER DR,EXCELSIOR SPRINGS,640240248,796,13,114,14.0915
2015,024089,EXCELSIOR SPRINGS 40,1080,EXCELSIOR SPRINGS TECH. HIGH,701 ST LOUIS AVE,EXCELSIOR SPRINGS,640240248,147,171,346,108.805
2015,024089,EXCELSIOR SPRINGS 40,3000,EXCELSIOR SPRINGS MIDDLE,701 CROWN HILL RD,EXCELSIOR SPRINGS,640240248,616,12,76,12.1019
2015,024089,EXCELSIOR SPRINGS 40,4020,ELKHORN ELEMENTARY,34684 HWY 10,EXCELSIOR SPRINGS,640240248,226,6,48,20.6897
2015,024089,EXCELSIOR SPRINGS 40,4040,LEWIS ELEMENTARY,501 LEAVENWORTH,EXCELSIOR SPRINGS,640240248,563,7,138,24.2105
2015,024089,EXCELSIOR SPRINGS 40,4080,WESTVIEW ELEMENTARY,500 N JESSE JAMES,EXCELSIOR SPRINGS,640240248,521,12,130,24.3902
2015,024090,LIBERTY 53,1050,LIBERTY HIGH,200 BLUEJAY DR,LIBERTY,640681986,1719,26,230,13.1805
2015,024090,LIBERTY 53,1070,LIBERTY NORTH HIGH SCHOOL,1000 N.E. 104TH STREET,LIBERTY,640687958,1628,24,204,12.3487
2015,024090,LIBERTY 53,3050,LIBERTY MIDDLE SCHOOL,1500 S WITHERS,LIBERTY,640684600,699,4,81,11.522
2015,024090,LIBERTY 53,3070,SOUTH VALLEY MIDDLE,1000 MIDJAY DR,LIBERTY,640682996,645,9,68,10.3976
2015,024090,LIBERTY 53,3080,DISCOVERY MIDDLE SCHOOL,800 MIDJAY DRIVE,LIBERTY,640683162,658,5,61,9.2006
2015,024090,LIBERTY 53,3090,HERITAGE MIDDLE SCHOOL,600 W KANSAS,LIBERTY,640682127,685,10,109,15.6835
2015,024090,LIBERTY 53,4020,ALEXANDER DONIPHAN ELEM.,1900 CLAY DR,LIBERTY,640683244,360,9,50,13.5501
2015,024090,LIBERTY 53,4040,FRANKLIN ELEM.,201 W MILL,LIBERTY,640682339,335,2,89,26.4095
2015,024090,LIBERTY 53,4060,LEWIS AND CLARK ELEM.,1407 NASHUA RD,LIBERTY,640683368,602,7,76,12.4795
2015,024090,LIBERTY 53,4080,MANOR HILL ELEM.,1400 SKYLINE DR,LIBERTY,640682751,401,8,73,17.8484
2015,024090,LIBERTY 53,4100,RIDGEVIEW ELEM.,701 THORNTON,LIBERTY,640682172,443,16,101,22.0044
2015,024090,LIBERTY 53,4120,LILLIAN SCHUMACHER ELEM.,425 CLAYWOODS PKWY,LIBERTY,640684358,616,8,112,17.9487
2015,024090,LIBERTY 53,4140,SHOAL CREEK ELEM.,9000 NE FLINTLOCK RD,KANSAS CITY,641571114,812,6,88,10.7579
2015,024090,LIBERTY 53,4160,LIBERTY OAKS ELEM.,8150 N FARLEY AVE,KANSAS CITY,641587621,551,9,82,14.6429
2015,024090,LIBERTY 53,4180,WARREN HILLS ELEM.,1251 CAMILLE ST,LIBERTY,640689143,676,14,101,14.6377
2015,024090,LIBERTY 53,4200,KELLYBROOK ELEM SCHOOL,10701 N EASTERN AVENUE,KANSAS CITY,641578639,641,11,116,17.7914
2015,024090,LIBERTY 53,4220,EPIC ELEMENTARY,650 CONISTOR LANE,LIBERTY,640684202,299,NULL,14,4.6823
2015,024090,LIBERTY 53,7500,EARLY CHILD. EDUCATION CTR.,9600 NE 79TH ST,KANSAS CITY,641581116,253,NULL,NULL,0
2015,024091,MISSOURI CITY 56,4020,MISSOURI CITY ELEM.,700 E MAIN,MISSOURI CITY,640720259,21,NULL,5,23.8095
2015,024093,NORTH KANSAS CITY 74,1050,NORTH KANSAS CITY HIGH,620 E 23RD AVE,KANSAS CITY,641163076,1555,52,390,24.2688
2015,024093,NORTH KANSAS CITY 74,1075,OAK PARK HIGH,825 NE 79TH TERR,KANSAS CITY,641181556,1407,28,320,22.2997
2015,024093,NORTH KANSAS CITY 74,1080,STALEY HIGH,2800 NE SHOAL CREEK PKWY,KANSAS CITY,641561313,1455,27,181,12.2132
2015,024093,NORTH KANSAS CITY 74,1090,WINNETONKA HIGH,5815 NE 48TH ST,KANSAS CITY,641193803,1301,28,276,20.7675
2015,024093,NORTH KANSAS CITY 74,3000,ANTIOCH MIDDLE,2100 NE 65TH ST,GLADSTONE,641183734,939,16,192,20.1047
2015,024093,NORTH KANSAS CITY 74,3100,EASTGATE MIDDLE,4700 NE PARVIN RD,KANSAS CITY,641172047,655,17,212,31.5476
2015,024093,NORTH KANSAS CITY 74,3150,MAPLE PARK MIDDLE,5300 N BENNINGTON,KANSAS CITY,641193253,893,25,261,28.4314
2015,024093,NORTH KANSAS CITY 74,3180,NEW MARK MIDDLE,515 NE 106TH ST,KANSAS CITY,641551502,1106,18,154,13.7011
2015,024093,NORTH KANSAS CITY 74,3200,NORTHGATE MIDDLE,2117 NE 48TH ST,KANSAS CITY,641186110,821,13,202,24.2206
2015,024093,NORTH KANSAS CITY 74,4040,BELL PRAIRIE ELEMENTARY,3000 NE 108TH ST,KANSAS CITY,641561256,630,16,161,24.9226
2015,024093,NORTH KANSAS CITY 74,4060,BRIARCLIFF ELEM.,4100 NW BRIARCLIFF RD,KANSAS CITY,641161749,314,18,152,45.7831
2015,024093,NORTH KANSAS CITY 74,4080,CHAPEL HILL ELEM.,3220 NE 67TH TERR,GLADSTONE,641191542,546,8,158,28.5199
2015,024093,NORTH KANSAS CITY 74,4100,CHOUTEAU ELEM.,3701 N JACKSON,KANSAS CITY,641172645,371,12,172,44.9086
2015,024093,NORTH KANSAS CITY 74,4110,NORTHVIEW ELEM.,9201 N INDIANA,KANSAS CITY,641561293,779,9,141,17.8934
2015,024093,NORTH KANSAS CITY 74,4120,CLARDY ELEM.,8100 N TROOST,KANSAS CITY,641181357,455,8,114,24.622
2015,024093,NORTH KANSAS CITY 74,4160,CRESTVIEW ELEM.,4327 N HOLMES,KANSAS CITY,641162142,495,18,212,41.3255
2015,024093,NORTH KANSAS CITY 74,4180,DAVIDSON ELEM.,5100 N HIGHLAND,KANSAS CITY,641186049,404,26,181,42.093
2015,024093,NORTH KANSAS CITY 74,4200,FOX HILL ELEM.,545 NE 106 ST,KANSAS CITY,641551502,501,14,99,19.2233
2015,024093,NORTH KANSAS CITY 74,4280,GASHLAND ELEM.,500 NE 83RD ST,KANSAS CITY,641181336,253,8,91,34.8659
2015,024093,NORTH KANSAS CITY 74,4320,GRACEMOR ELEM.,5125 N SYCAMORE,KANSAS CITY,641194207,828,18,239,28.2506
2015,024093,NORTH KANSAS CITY 74,4340,LAKEWOOD ELEM.,4624 N NORTON,KANSAS CITY,641171224,239,13,68,26.9841
2015,024093,NORTH KANSAS CITY 74,4380,LINDEN WEST ELEM.,7333 N WYANDOTTE ST,GLADSTONE,641181681,547,9,157,28.2374
2015,024093,NORTH KANSAS CITY 74,4400,MAPLEWOOD ELEM.,6400 NE 52ND ST,KANSAS CITY,641193243,321,7,109,33.2317
2015,024093,NORTH KANSAS CITY 74,4420,MEADOWBROOK ELEM.,6301 N MICHIGAN DR,GLADSTONE,641184924,560,24,213,36.4726
2015,024093,NORTH KANSAS CITY 74,4440,NASHUA ELEM.,221 NE 114TH ST,KANSAS CITY,641551105,374,5,63,16.6227
2015,024093,NORTH KANSAS CITY 74,4500,OAKWOOD MANOR ELEM.,5900 N FLORA AV,GLADSTONE,641185457,325,8,84,25.2252
2015,024093,NORTH KANSAS CITY 74,4540,RAVENWOOD ELEM.,5020 NE 58TH ST,KANSAS CITY,641192446,377,7,89,23.1771
2015,024093,NORTH KANSAS CITY 74,4560,TOPPING ELEM.,4433 N TOPPING AV,KANSAS CITY,641171554,372,7,123,32.4538
2015,024093,NORTH KANSAS CITY 74,4570,WEST ENGLEWOOD ELEM.,1506 NW ENGLEWOOD RD,KANSAS CITY,641183118,447,16,140,30.2376
2015,024093,NORTH KANSAS CITY 74,4580,WINNWOOD ELEM.,4531 NE 44TH TERR,KANSAS CITY,641171881,357,19,137,36.4362
2015,024093,NORTH KANSAS CITY 74,7500,PLEASANT VALLEY EARLY CHILD.,6800 SOBBIE RD,PLEASANT VALLEY,640689555,226,NULL,NULL,0
2015,048066,FORT OSAGE R-I,1050,FORT OSAGE HIGH,2101 N TWYMAN RD,INDEPENDENCE,640583200,1512,24,220,14.3229
2015,048066,FORT OSAGE R-I,3000,OSAGE TRAIL MIDDLE,2101 N TWYMAN RD,INDEPENDENCE,640583200,765,12,127,16.3449
2015,048066,FORT OSAGE R-I,4020,BLUE HILLS ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,379,2,82,21.5223
2015,048066,FORT OSAGE R-I,4040,BUCKNER ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,395,7,98,24.3781
2015,048066,FORT OSAGE R-I,4060,CLER-MONT ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,422,6,73,17.0561
2015,048066,FORT OSAGE R-I,4080,ELM GROVE ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,362,12,108,28.877
2015,048066,FORT OSAGE R-I,4110,FIRE PRAIRIE MIDDLE,2101 N TWYMAN RD,INDEPENDENCE,640583200,750,12,139,18.2415
2015,048066,FORT OSAGE R-I,4130,INDIAN TRAILS ELEM.,2101 N TWYMAN RD,INDEPENDENCE,640583200,380,18,114,28.6432
2015,048066,FORT OSAGE R-I,7500,EARLY CHILDHOOD CTR.,2101 N TWYMAN RD,INDEPENDENCE,640583200,111,NULL,NULL,0
2015,048068,BLUE SPRINGS R-IV,1050,BLUE SPRINGS HIGH,2000 NW ASHTON DR,BLUE SPRINGS,640151769,2427,27,261,10.6357
